Synsets,domain_x,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,ngram_2009_2019_original_sleep,ngram_2009_2019_updata_sleep
Synset('shawl.n.01'),garm,1,2,0.0,1.052836052836053,1.3383124009267162,5,1,1,b,2.3477003659102347e-06,2.3477003659102347e-06
Synset('pallium.n.04'),garm,1,0,0.0,1.052836052836053,0.7104621387635653,7,1,4,nb,1.2164052779181392e-07,1.2164052779181392e-07
Synset('wrap.n.01'),garm,1,0,0.0,1.052836052836053,0.7765516400438971,4,2,7,nb,1.100443650062485e-05,1.100443650062485e-05
Synset('cords.n.01'),garm,1,0,0.0,0.9475524475524476,0.6278502621631508,5,2,7,nb,3.1197710443858266e-06,3.1197710443858266e-06
Synset('jodhpurs.n.01'),garm,1,0,3.613333333333333,0.9475524475524476,0.991342519204975,8,3,2,nb,1.3573000703326596e-07,1.3573000703326596e-07
Synset('mink.n.02'),garm,1,0,0.0,1.1581196581196582,0.8095963906840629,4,2,3,nb,9.555142071182576e-07,9.555142071182576e-07
Synset('diaper.n.01'),garm,1,0,0.0,0.8422688422688422,2.0487745396902817,5,3,2,b,4.85481465049211e-06,4.85481465049211e-06
Synset('scapular.n.02'),garm,1,0,3.613333333333333,0.8422688422688422,2.2139982928911106,8,2,3,nb,5.24363259047064e-07,5.24363259047064e-07
Synset('stomacher.n.01'),garm,1,0,0.0,0.8422688422688422,1.7844165345689549,9,1,1,nb,5.619097034135414e-08,5.619097034135414e-08
Synset('ironing.n.01'),garm,2,1,0.0,0.8422688422688422,1.0739543958053896,7,1,3,nb,8.652599067137213e-07,8.652599067137213e-07
Synset('laundry.n.01'),garm,2,0,0.0,0.8422688422688422,0.9417753932447264,4,4,21,nb,3.473570270943711e-05,3.473570270943711e-05
Synset('mending.n.01'),garm,1,0,0.0,0.8422688422688422,0.4956712596024875,7,1,4,nb,1.120377294615661e-06,1.120377294615661e-06
Synset('work-shirt.n.01'),garm,2,0,0.0,0.9475524475524476,0.8261187660041458,10,1,1,nb,2.61316858051298e-09,2.61316858051298e-09
Synset('britches.n.01'),garm,1,0,0.0,1.052836052836053,0.4295817583221558,8,1,1,nb,2.786372078521605e-07,2.786372078521605e-07
Synset('flatwork.n.01'),garm,1,0,0.0,0.9475524475524476,0.6113278868430679,8,2,1,nb,1.3588311386761058e-08,1.3588311386761058e-08
Synset('gaiter.n.03'),garm,1,0,0.0,0.9475524475524476,1.4539690281672966,6,1,3,nb,3.143959588439917e-08,3.143959588439917e-08
Synset('cagoule.n.01'),garm,1,0,0.0,1.2634032634032637,0.4791488842824045,7,1,1,nb,2.8510508660998954e-08,2.8510508660998954e-08
Synset('blazer.n.01'),garm,1,0,0.0,1.1581196581196582,1.371357151566882,6,5,1,nb,1.3681325112409453e-06,1.3681325112409453e-06
Synset('ulster.n.02'),garm,1,0,0.0,1.1581196581196582,0.8426411413242287,6,1,2,nb,2.0297302017721366e-06,2.0297302017721366e-06
Synset('norfolk_jacket.n.01'),garm,1,0,0.0,1.1581196581196582,0.594805511522985,14,1,1,nb,1.9448059868340275e-08,1.9448059868340275e-08
Synset('hose.n.02'),garm,1,0,0.0,0.8422688422688422,2.0818192903304475,4,1,4,nb,3.745262354309437e-06,3.745262354309437e-06
Synset('sack_coat.n.01'),garm,1,0,0.0,1.052836052836053,1.0409096451652238,9,1,1,nb,9.207749966844652e-09,9.207749966844652e-09
Synset('plus_fours.n.01'),garm,1,0,0.0,1.052836052836053,1.4539690281672966,10,1,1,nb,1.6219939503887962e-08,1.6219939503887962e-08
Synset('skivvies.n.01'),garm,1,0,0.0,1.052836052836053,0.9087306426045604,8,1,2,nb,6.363504285127936e-08,6.363504285127936e-08
Synset('old_school_tie.n.01'),garm,1,0,0.0,1.052836052836053,0.8095963906840629,14,1,1,nb,1.8622818039869135e-08,1.8622818039869135e-08
Synset('cravat.n.01'),garm,1,2,0.0,0.9475524475524476,1.222655773686136,6,1,1,b,5.961969684811017e-07,5.961969684811017e-07
Synset('jump_suit.n.01'),garm,1,0,0.0,0.8422688422688422,0.9417753932447264,8,2,2,b,4.346417439908798e-07,4.346417439908798e-07
Synset('hand-me-down.n.01'),garm,1,0,0.0,0.8422688422688422,0.9087306426045604,12,1,2,nb,1.2683063561008173e-07,1.2683063561008173e-07
Synset('gown.n.04'),garm,1,0,0.0,0.8422688422688422,0.8756858919643945,4,3,6,nb,9.786306138146664e-06,9.786306138146664e-06
Synset('trunk_hose.n.01'),garm,1,0,0.0,1.052836052836053,1.1400438970857212,10,1,1,nb,9.992915743621418e-09,9.992915743621418e-09
Synset('mantelet.n.02'),garm,1,0,0.0,1.1581196581196582,0.3965370076819899,8,2,2,nb,1.086750226608e-07,1.086750226608e-07
Synset('bermuda_shorts.n.01'),garm,1,0,0.0,1.052836052836053,0.5287160102426534,14,2,1,nb,6.538527530803508e-08,6.538527530803508e-08
Synset('briefs.n.01'),garm,1,0,0.0,1.052836052836053,0.9417753932447264,6,2,4,nb,2.16708954848657e-06,2.16708954848657e-06
Synset('pantie.n.01'),garm,1,0,0.0,1.052836052836053,1.1069991464455553,5,4,2,nb,1.5768301116217787e-06,1.5768301116217787e-06
Synset('hot_pants.n.02'),garm,1,0,0.0,1.052836052836053,1.1069991464455553,9,1,2,nb,7.318819773459818e-08,7.318819773459818e-08
Synset('bikini_pants.n.01'),garm,1,0,0.0,1.052836052836053,0.8095963906840629,12,1,1,nb,5.907752771831683e-09,5.907752771831683e-09
Synset('pedal_pusher.n.01'),garm,1,0,0.0,0.9475524475524476,0.974820143884892,12,2,1,nb,5.233550326381378e-09,5.233550326381378e-09
Synset('yashmak.n.01'),garm,1,0,0.0,0.9475524475524476,0.5617607608828191,7,2,1,nb,1.370243278186013e-08,1.370243278186013e-08
Synset('swimsuit.n.01'),garm,1,3,0.0,0.8422688422688422,0.6443726374832337,8,5,1,b,1.2248113942237016e-06,1.2248113942237016e-06
Synset('churidars.n.01'),garm,1,0,0.0,0.9475524475524476,1.5365809047677113,9,1,1,nb,2.248476980046518e-09,2.248476980046518e-09
Synset('trews.n.01'),garm,1,0,0.0,0.9475524475524476,0.6774173881233996,5,1,1,nb,6.103286187553181e-08,6.103286187553181e-08
Synset('bvd.n.01'),garm,1,0,0.0,1.052836052836053,0.4791488842824045,3,2,1,nb,4.821848792027375e-08,4.821848792027375e-08
Synset('breeches.n.01'),garm,1,4,3.613333333333333,0.9475524475524476,0.4956712596024875,8,5,2,nb,2.7720466332534475e-06,2.7720466332534475e-06
Synset('stretch_pants.n.01'),garm,1,0,0.0,0.9475524475524476,0.5617607608828191,13,1,1,nb,2.9011277259304403e-08,2.9011277259304403e-08
Synset('chino.n.01'),garm,1,0,3.613333333333333,0.9475524475524476,0.4956712596024875,5,1,2,nb,3.313922819189488e-07,3.313922819189488e-07
Synset('long_trousers.n.01'),garm,1,0,0.0,0.9475524475524476,0.4791488842824045,10,2,1,nb,1.6984600111195777e-07,1.6984600111195777e-07
Synset('short_pants.n.01'),garm,1,3,0.0,0.9475524475524476,0.6278502621631508,6,3,7,nb,9.817339706682324e-06,9.817339706682324e-06
Synset('bellbottom_trousers.n.01'),garm,1,0,0.0,0.9475524475524476,1.5861480307279598,12,3,1,nb,3.529399523806305e-08,3.529399523806305e-08
Synset('pantaloon.n.03'),garm,1,0,0.0,0.9475524475524476,0.4791488842824045,9,1,3,nb,6.64620371755197e-08,6.64620371755197e-08
Synset('petticoat.n.01'),garm,1,1,0.0,0.9475524475524476,0.5121936349225704,9,3,1,nb,7.258743785386702e-07,7.258743785386702e-07
Synset('thong.n.02'),garm,1,0,0.0,1.052836052836053,1.3383124009267162,5,1,5,nb,1.0279277440552257e-06,1.0279277440552257e-06
Synset('drawers.n.01'),garm,1,0,0.0,1.052836052836053,0.3634922570418241,6,5,7,nb,1.1304096998979731e-05,1.1304096998979731e-05
Synset('bloomers.n.01'),garm,1,0,0.0,1.052836052836053,0.3965370076819899,5,4,6,nb,1.8829942642865788e-05,1.8829942642865788e-05
Synset('ballet_skirt.n.01'),garm,1,0,0.0,0.9475524475524476,0.5782831362029021,4,2,2,nb,5.498722571118083e-07,5.498722571118083e-07
Synset('mess_jacket.n.01'),garm,1,0,0.0,1.1581196581196582,1.6522375320082916,11,3,1,nb,1.4540066605589486e-08,1.4540066605589486e-08
Synset('long_johns.n.01'),garm,1,0,0.0,1.052836052836053,0.4791488842824045,10,1,1,nb,8.935307065966408e-08,8.935307065966408e-08
Synset('undies.n.01'),garm,1,0,0.0,1.1581196581196582,0.2808803804414095,6,1,1,nb,2.1186025665122862e-07,2.1186025665122862e-07
Synset('lingerie.n.01'),garm,1,2,0.0,1.052836052836053,0.5617607608828191,8,2,1,nb,9.058988199792117e-07,9.058988199792117e-07
