Synsets,domain_x,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,ngram_10y_mean,ngram_1y_mean,ngram_1y_max,ngram_5y_mean,ngram_5y_max,ngram_10y_max,ngram_20y_mean,ngram_20y_max,ngram_50y_mean,ngram_50y_max,ngram_100y_mean,ngram_100y_max,ngram_200y_mean,ngram_200y_max,ngram_400y_mean,ngram_400y_max,ngram_500y_mean,ngram_500y_max
Synset('samisen.n.01'),music,1,0,0.0,0.8929219600725952,2.037660132736533,7,2,1,b,6.212881718530648e-08,5.497182556379876e-08,6.150839187979429e-08,5.9237611575261674e-08,6.757271386881314e-08,8.667428730291249e-08,7.965023109206997e-08,1.2732691700989562e-07,7.364435125292179e-08,1.2732691700989562e-07,6.561757131270858e-08,2.0870792005744931e-07,4.036425384382051e-08,2.0870792005744931e-07,2.08658430999509e-08,2.5252535351683036e-07,1.609077515976983e-08,2.5252535351683036e-07
Synset('sax.n.02'),music,1,0,0.0,1.190562613430127,0.5315635128877914,3,2,2,b,1.393579453047199e-06,1.1379161968250173e-06,8.270337872318123e-07,1.2645955492866328e-06,8.671554865280484e-07,8.61361741044675e-07,1.8935118097653698e-06,1.7691590343815733e-06,1.749198210392235e-06,1.7691590343815733e-06,1.3350896937326373e-06,1.7718058911153634e-06,1.2633550466272214e-06,6.074338331440998e-06,1.5054063253833667e-06,3.264772409750094e-05,1.3709817374991512e-06,3.264772409750094e-05
Synset('serpent.n.03'),music,1,0,0.0,1.0913490623109496,0.5315635128877914,7,1,3,nb,4.884758433702658e-06,5.592760434325328e-06,5.619142662283139e-06,5.168993246466395e-06,5.619142662283139e-06,5.619142662283139e-06,4.4345048667624035e-06,5.619142662283139e-06,3.3314008118572237e-06,5.619142662283139e-06,3.0674089927523686e-06,5.619142662283139e-06,5.643358499534543e-06,1.4377830538592207e-05,1.0916542068630542e-05,8.76954572959221e-05,1.0647557052770104e-05,0.00019624517881311476
Synset('shawm.n.01'),music,1,1,0.0,1.2897761645493042,0.1898441117456397,5,1,1,nb,2.9079393115694074e-08,1.8507780197296597e-08,1.8703232074201992e-08,2.857460538555993e-08,5.296442129321122e-08,5.296442129321122e-08,3.679161355584136e-08,1.0996862631618143e-07,4.0471375210209294e-08,1.5321615753904894e-07,3.1780449841441555e-08,1.5321615753904894e-07,2.5763899145581332e-08,1.5321615753904894e-07,1.7566331540896942e-08,5.76237994209805e-07,1.3546344130576296e-08,5.76237994209805e-07
Synset('single-reed_instrument.n.01'),music,1,6,0.0,1.0913490623109496,0.9239080104954468,20,2,1,nb,9.171398968559947e-10,7.086754828800057e-10,5.545458051092744e-10,7.958861879727349e-10,7.105626642633922e-10,1.1165908198051966e-09,1.152128952757498e-09,2.427676504268561e-09,1.1962924609934805e-09,3.552692806607638e-09,8.651239584104265e-10,3.552692806607638e-09,4.90638038023084e-10,3.552692806607638e-09,2.459307871387528e-10,3.552692806607638e-09,1.8965047238969208e-10,3.552692806607638e-09
Synset('sitar.n.01'),music,1,0,0.0,0.8929219600725952,1.7339095539435097,5,1,1,b,1.489507806287901e-07,1.5463588504127657e-07,1.6281695758291193e-07,1.4471502339056622e-07,1.6281695758291193e-07,1.6470743835483859e-07,1.6634278220988073e-07,2.2873049143612434e-07,1.4282583407251152e-07,2.2873049143612434e-07,8.715061686231654e-08,2.2873049143612434e-07,5.212160434103001e-08,2.2873049143612434e-07,3.4774568804751934e-08,2.762448730209144e-06,2.6816542482126013e-08,2.762448730209144e-06
Synset('snare_drum.n.01'),music,1,0,3.9047619047619047,0.9921355111917723,0.8985954622626948,5,3,7,nb,1.827358391133074e-06,1.8948250968819913e-06,1.8475143832574759e-06,1.8838872745275542e-06,2.286342862589663e-06,2.286342862589663e-06,1.7566057577400134e-06,2.286342862589663e-06,1.3252587437267492e-06,2.286342862589663e-06,1.2555310327313941e-06,2.286342862589663e-06,2.2341400007863623e-06,5.783295684125278e-06,4.228100671462314e-06,2.150907732811902e-05,3.889720592595305e-06,5.360780414775945e-05
Synset('sourdine.n.02'),music,1,0,0.0,1.0913490623109496,0.5695323352369193,8,1,2,nb,3.5152407225599617e-09,3.1344668770250106e-09,3.4213229818669255e-09,3.4968086453044758e-09,5.491907213717173e-09,6.9169927147116894e-09,3.98236235539066e-09,6.9169927147116894e-09,4.53235318101266e-09,1.0000907879614829e-08,5.0307276334597376e-09,1.8650834210376388e-08,5.220487056931219e-09,4.2526892896077584e-08,8.07804308726965e-09,6.037429898242408e-07,6.229413996144481e-09,6.037429898242408e-07
Synset('spinet.n.01'),music,1,0,0.0,1.0913490623109496,0.5189072387714153,6,1,2,nb,6.146093884334453e-08,7.481270650200322e-08,8.621689623344864e-08,6.277627144039381e-08,8.542832707902903e-08,8.621689623344864e-08,6.139708493333028e-08,9.399304390367291e-08,6.797250450024116e-08,1.1192027016271311e-07,1.0017197006950037e-07,2.1546926642912467e-07,1.0655793051065768e-07,2.2893763862441574e-07,1.0126882629330825e-07,2.1180851490498753e-06,9.233740905901319e-08,3.3727835671015782e-06
Synset('spinet.n.02'),music,1,0,0.0,1.0913490623109496,0.6707825281679272,6,1,2,nb,6.146093884334453e-08,7.481270650200322e-08,8.621689623344864e-08,6.277627144039381e-08,8.542832707902903e-08,8.621689623344864e-08,6.139708493333028e-08,9.399304390367291e-08,6.797250450024116e-08,1.1192027016271311e-07,1.0017197006950037e-07,2.1546926642912467e-07,1.0655793051065768e-07,2.2893763862441574e-07,1.0126882629330825e-07,2.1180851490498753e-06,9.233740905901319e-08,3.3727835671015782e-06
Synset('stradavarius.n.01'),music,1,0,0.0,1.0913490623109496,0.772032721098935,5,2,1,nb,3.1508893599061706e-08,1.9191572744187146e-08,2.1378985359810088e-08,2.731760468642948e-08,4.910633688570698e-08,4.910633688570698e-08,3.986190946521957e-08,7.391094625219807e-08,7.36105464674939e-08,2.479987624148805e-07,8.173093869195902e-08,2.479987624148805e-07,6.685650999324017e-08,3.174410956319207e-07,6.50202640645469e-08,4.410765086504398e-06,5.8127456753086976e-08,4.410765086504398e-06
Synset('stringed_instrument.n.01'),music,1,48,15.61904761904762,0.793708408953418,0.8859391881463189,19,1,1,nb,1.0087524087760097e-07,1.0137683048583312e-07,1.0197481259410779e-07,9.921138991823379e-08,1.0599487154649978e-07,1.0857555432508548e-07,1.0984573525906257e-07,1.3175620017236156e-07,1.0381546158966574e-07,1.329735128674514e-07,9.792914217366768e-08,1.329735128674514e-07,1.0417304140283842e-07,2.214074732442839e-07,8.582490671293513e-08,1.8030850696959533e-06,6.864858752499655e-08,1.8030850696959533e-06
Synset('synthesizer.n.02'),music,2,0,0.0,0.8929219600725952,2.151566599783917,11,2,2,b,5.231370214797693e-07,4.067036579735728e-07,3.833402146824483e-07,4.3391201239491767e-07,4.5245265667404055e-07,6.651481498920475e-07,6.367759191632027e-07,8.073129222907482e-07,8.196238122594838e-07,1.3351838745734312e-06,4.515924896979932e-07,1.3351838745734312e-06,2.281752820777266e-07,1.3351838745734312e-06,1.1675623201392083e-07,1.3351838745734312e-06,9.003701737996586e-08,1.3351838745734312e-06
Synset('tabor_pipe.n.01'),music,1,0,0.0,1.190562613430127,1.2529711375212225,10,1,1,nb,4.102173805818999e-10,5.139596213898923e-10,6.663064197609536e-10,3.7152811787714385e-10,6.663064197609536e-10,8.232938497609865e-10,6.931245261936125e-10,3.157340194848146e-09,7.555477269154529e-10,3.157340194848146e-09,6.226134387345301e-10,6.38890008952675e-09,3.779411590210831e-10,6.38890008952675e-09,2.4202266071686758e-09,7.015648293418053e-07,1.866367056681998e-09,7.015648293418053e-07
Synset('tabor.n.01'),music,1,0,0.0,0.9921355111917723,0.5442197870041673,5,2,1,nb,6.878337939977073e-07,7.174040237978296e-07,7.528430709946576e-07,7.125571753289576e-07,1.0627750244296408e-06,1.0627750244296408e-06,6.998061182675451e-07,1.0627750244296408e-06,8.145730191366229e-07,1.2556007504826994e-06,8.963573128089369e-07,1.3483517475876283e-06,1.0641304313115212e-06,1.8351864845556065e-06,1.0694324230805957e-06,6.346551572278258e-06,9.763049870830995e-07,2.3243112082127482e-05
Synset('tambour.n.02'),music,1,0,0.0,0.9921355111917723,0.0759376446982559,7,1,2,nb,7.109855729159342e-08,6.695775225940004e-08,7.306425348074796e-08,7.236634763189513e-08,1.1496635313190673e-07,1.1496635313190673e-07,7.109063672263081e-08,1.1496635313190673e-07,7.472574920116614e-08,1.1496635313190673e-07,1.0449110776935863e-07,2.1742437850136298e-07,1.5899353585926964e-07,4.0175585347412834e-07,1.200473834088102e-07,1.1183993819940952e-06,9.257500143640941e-08,1.1183993819940952e-06
Synset('tambourine.n.01'),music,1,0,0.0,0.9921355111917723,0.9365642846118228,10,1,1,nb,3.18913003964512e-07,3.4492189371349014e-07,3.5106573292864596e-07,3.320025244354004e-07,3.851245509167711e-07,3.851245509167711e-07,3.1446979217467484e-07,3.851245509167711e-07,2.552583730094654e-07,3.8719765504957593e-07,2.2835782557425828e-07,3.8719765504957593e-07,2.408959457457553e-07,4.1531087069390793e-07,1.4100312262350627e-07,3.022595308266318e-06,1.1121849605577819e-07,3.022595308266318e-06
Synset('tenor_drum.n.01'),music,1,0,0.0,0.9921355111917723,0.4682821423059113,7,2,1,nb,8.393856534081513e-08,7.980206550434188e-08,7.723596684439116e-08,7.969868680406574e-08,8.020205255476753e-08,1.0245795745156272e-07,8.342840551502546e-08,1.0245795745156272e-07,7.793292305193886e-08,1.3211921162659124e-07,9.573415893769025e-08,2.939979626970235e-07,7.75188755123974e-08,2.939979626970235e-07,4.0434933409715176e-08,2.939979626970235e-07,3.118155441787651e-08,2.939979626970235e-07
Synset('tenoroon.n.01'),music,1,0,0.0,1.2897761645493042,0.8226578175644389,8,1,1,nb,3.357446722786837e-10,1.6364819221958982e-10,1.752375883290469e-10,1.7710982160024091e-10,3.2496780266733083e-10,8.597182687974936e-10,5.895351135175639e-10,2.6693377785935724e-09,1.0659142769139657e-09,4.314253898574094e-09,1.6184956159258975e-09,1.4248773161362749e-08,1.7345978128498603e-09,3.3333410698332955e-08,9.032848732120307e-10,3.3333410698332955e-08,6.965716041500467e-10,3.3333410698332955e-08
Synset('theremin.n.01'),music,1,0,0.0,0.8929219600725952,2.164222873900293,8,1,1,b,6.295573143229442e-08,7.470605911663597e-08,9.322639371589503e-08,6.590000093999644e-08,9.38397252681078e-08,9.38397252681078e-08,6.471219962072322e-08,9.4226358049454e-08,4.192077707228808e-08,9.4226358049454e-08,3.0216940678028724e-08,9.4226358049454e-08,2.1998859556869154e-08,1.2417983441537217e-07,1.188047661317591e-08,1.3171200818895556e-07,1.0748940691922922e-08,8.2537803791638e-07
Synset('timbrel.n.01'),music,1,0,0.0,0.9921355111917723,0.9998456551937028,7,1,1,nb,5.4367176922037235e-08,4.6497886499463625e-08,4.778447545983333e-08,6.327054109337797e-08,9.77087161180279e-08,9.77087161180279e-08,4.54424897149472e-08,9.77087161180279e-08,3.258626465946376e-08,9.77087161180279e-08,3.523500650685288e-08,1.0542164896598649e-07,1.0130609900078119e-07,3.820029386147894e-07,1.6730244706953913e-07,6.145450697658816e-06,1.4326746832579088e-07,6.145450697658816e-06
Synset('triangle.n.05'),music,1,0,0.0,0.8929219600725952,1.1010958481247106,8,1,5,b,1.0686639009029683e-05,9.267600514561991e-06,9.560918911688532e-06,9.929150735388248e-06,1.0894415026996285e-05,1.1958228242292535e-05,1.0686923066282633e-05,1.2029958909920424e-05,9.594561595029219e-06,1.2029958909920424e-05,8.621931381898634e-06,1.2029958909920424e-05,8.189920790709645e-06,1.4398357897960068e-05,8.687858669553877e-06,7.018933717972686e-05,7.278943226392169e-06,0.00023492141190217808
Synset('trigon.n.03'),music,1,0,0.0,1.190562613430127,0.5568760611205432,6,1,3,nb,2.912154498291802e-08,3.4531513926072677e-08,3.493550837507797e-08,2.990303454737201e-08,3.493550837507797e-08,3.5917041785182846e-08,4.0980057860026276e-08,7.691244352514559e-08,4.155763264871481e-08,7.691244352514559e-08,3.6411398468522427e-08,1.236125366510521e-07,3.9254644709801753e-08,1.6607085567832414e-07,8.052653081715485e-08,6.05641298534465e-06,1.047507517130632e-07,1.345345845038537e-05
Synset('trombone.n.01'),music,1,1,0.0,0.9921355111917723,1.1517209445902146,8,1,1,b,4.105371118612311e-07,3.140801698719997e-07,3.3658759690524676e-07,3.6502066021644925e-07,4.3574931041234777e-07,5.434883192378948e-07,5.957589640874043e-07,1.0612571941237547e-06,6.848525398461595e-07,1.0612571941237547e-06,6.093113460118283e-07,1.0612571941237547e-06,3.951883703851216e-07,1.0612571941237547e-06,2.0626193436062854e-07,1.800033373910992e-06,1.6495034978496513e-07,1.8712539713305887e-06
Synset('uke.n.01'),music,1,0,0.0,0.9921355111917723,0.4303133199567834,3,2,1,nb,4.7449611948670944e-07,5.309581716517187e-07,5.173013732928666e-07,4.5805049741128495e-07,5.173013732928666e-07,5.173013732928666e-07,3.9846233372883975e-07,5.173013732928666e-07,2.846509732297469e-07,5.173013732928666e-07,2.392894060008771e-07,5.173013732928666e-07,2.2268002975766923e-07,5.173013732928666e-07,5.101938298609437e-07,1.4466174434346613e-05,4.48558418084938e-07,1.4466174434346613e-05
Synset('upright.n.02'),music,1,1,0.0,0.9921355111917723,0.4809384164222873,7,2,5,nb,1.051116788759869e-05,1.1167261909861281e-05,1.1365634577487072e-05,1.1103934501951093e-05,1.2318784996523391e-05,1.2318784996523391e-05,8.889507052330037e-06,1.2318784996523391e-05,6.729399082690078e-06,1.2318784996523391e-05,6.890168704903503e-06,1.2318784996523391e-05,1.026926318841579e-05,1.9579542708925146e-05,1.3101495346960995e-05,0.0001339820835255523,1.1283539963152575e-05,0.0001339820835255523
Synset('viol.n.01'),music,1,3,0.0,0.9921355111917723,0.9745331069609507,4,1,1,nb,1.9919873855462294e-07,2.513429587791549e-07,3.071207670402032e-07,2.1448970562628253e-07,3.071207670402032e-07,3.071207670402032e-07,2.501826503002273e-07,6.472335289942066e-07,3.2050615467944825e-07,8.449643704722121e-07,3.385291777309548e-07,8.449643704722121e-07,4.4206007013559914e-07,1.5306196710085374e-06,8.72831108627668e-07,1.4031163999561613e-05,8.035226450519914e-07,2.01933953576372e-05
Synset('violin.n.01'),music,1,3,7.809523809523809,0.9921355111917723,2.265473066831301,6,2,8,b,5.0522597531839475e-06,4.960599540027033e-06,3.4347444000104588e-06,5.09553565564147e-06,3.7541063875323744e-06,3.787774232932861e-06,5.4770497961325895e-06,6.27933388841484e-06,5.538771560918562e-06,6.839778436074084e-06,6.0938071569278485e-06,1.0275103818457865e-05,5.673673405946111e-06,1.0275103818457865e-05,4.028596320443071e-06,4.9423771088186186e-05,3.5017703796406202e-06,8.886519208317623e-05
Synset('virginal.n.01'),music,1,0,0.0,1.0913490623109496,1.1517209445902146,8,2,4,nb,5.596979931100038e-07,5.253917904519956e-07,5.365336939178178e-07,5.678000425263693e-07,6.250755326675517e-07,6.555351319548208e-07,5.355730541032637e-07,6.555351319548208e-07,4.3428288557580376e-07,6.555351319548208e-07,3.850226208657378e-07,6.581716012199479e-07,3.142040460552882e-07,6.581716012199479e-07,2.957009964667588e-07,1.0867373930523172e-05,3.039920413077838e-07,1.3672670320374891e-05
Synset('vox_angelica.n.01'),music,1,0,0.0,1.0913490623109496,0.5948448834696712,12,2,1,nb,2.0091038965073453e-09,2.4218889671523414e-09,3.5813971163700664e-09,2.009389944943966e-09,3.5813971163700664e-09,3.5813971163700664e-09,4.6948499235080885e-09,1.0535000500438985e-08,5.634369352888691e-09,1.0535000500438985e-08,6.769227296342343e-09,2.1528837407247536e-08,7.44580577942832e-09,2.393595510685742e-08,3.849506847326445e-09,4.325984548358974e-08,2.9685620111113548e-09,4.325984548358974e-08
Synset('vox_humana.n.01'),music,1,0,0.0,1.190562613430127,0.7973452693316869,10,1,1,nb,7.943516750309364e-09,8.733921391668176e-09,9.078425372566201e-09,7.766916988033445e-09,9.078425372566201e-09,9.368641307183623e-09,1.2288592407869303e-08,2.610581224804509e-08,1.534313727907146e-08,2.9376590993113183e-08,1.9933623252033073e-08,7.950650328381048e-08,2.328645065401071e-08,1.0563333807667163e-07,1.560016301099906e-08,4.4027520829104105e-07,1.2030125706558892e-08,4.4027520829104105e-07
Synset('whistle.n.03'),music,1,0,0.0,0.8929219600725952,0.9365642846118228,7,1,11,b,5.594100832178645e-06,5.946205263285265e-06,6.0089836608767655e-06,5.947075815508167e-06,6.230114109939677e-06,6.230114109939677e-06,4.704852476119673e-06,6.230114109939677e-06,3.447111648603865e-06,6.250736040769311e-06,3.7188533864156282e-06,6.250736040769311e-06,4.01428482639873e-06,6.757701065396304e-06,2.546934016332607e-06,6.647886010568982e-06,2.3443432124203e-06,0.00014094184734858572
Synset('wind_instrument.n.01'),music,1,75,7.809523809523809,0.793708408953418,1.3668776045686062,4,2,15,nb,6.736930826877308e-05,7.339451175111811e-05,7.487657148885773e-05,6.876294005919714e-05,7.487657148885773e-05,7.487657148885773e-05,6.018256023547034e-05,7.487657148885773e-05,5.756302045553663e-05,7.529381218773779e-05,5.3867915409313744e-05,7.529381218773779e-05,5.8308119283529856e-05,9.844861699548346e-05,6.142728861125755e-05,0.00022676659864373505,5.578530238131443e-05,0.0005656244757119566
Synset('woodwind.n.01'),music,1,26,7.809523809523809,0.8929219600725952,0.6581262540515511,4,3,8,nb,5.270766181577422e-05,5.283105451958647e-05,5.318119110597763e-05,5.271747892047115e-05,5.573358339461265e-05,5.573358339461265e-05,5.494342159315697e-05,5.946049770955142e-05,6.225325935792865e-05,7.479785881514545e-05,7.97781232581667e-05,0.00012432087282832072,9.484085360381279e-05,0.0001259539012608002,8.431369074633179e-05,0.00019126593542750925,8.409041791752265e-05,0.0015210454730549827
Synset('zither.n.01'),music,1,1,0.0,0.8929219600725952,1.7718783762926378,6,3,2,b,2.402466578000816e-07,4.6007085369517697e-07,7.852396564089759e-07,2.478185949089662e-07,7.852396564089759e-07,7.852396564089759e-07,3.806856716083374e-07,8.096819903435915e-07,5.422882478233079e-07,8.254055927636728e-07,7.154184419749345e-07,1.0310727924789376e-06,1.2651741521130596e-06,3.4347617656749208e-06,6.818864242395475e-06,0.00011069303582189605,6.303842045416264e-06,0.00011069303582189605
Synset('baby_bed.n.01'),furn,1,4,0.0,0.8268625393494228,1.3808847210381736,8,2,1,nb,2.5173902138358514e-08,2.437085729577182e-08,1.8984673055832957e-08,2.475456149034679e-08,1.8984673055832957e-08,2.1522463478085285e-08,2.0931822512715834e-08,2.1577720124565936e-08,1.3860837082745238e-08,2.1577720124565936e-08,1.4065338879434814e-08,2.28398633339566e-08,9.82944272579953e-09,2.28398633339566e-08,1.3650380823941436e-08,8.645246083460734e-07,1.0526543673847145e-08,8.645246083460734e-07
Synset('bedroom_furniture.n.01'),furn,1,24,0.0,0.8268625393494228,0.7277635691957942,17,1,1,nb,4.75691830193924e-08,4.097004395464676e-08,4.3934580140625457e-08,4.5014467287921946e-08,5.2318377463667076e-08,5.455648410812586e-08,6.262509486516733e-08,1.0718460319303347e-07,7.099262593531404e-08,2.0816292978231843e-07,6.65580281738855e-08,2.0816292978231843e-07,4.974074543454924e-08,2.0816292978231843e-07,2.495191642632883e-08,2.0816292978231843e-07,1.9241766321072808e-08,2.0816292978231843e-07
Synset('bedstead.n.01'),furn,1,0,15.634920634920634,0.8268625393494228,0.4105332954437813,8,2,1,nb,3.8108927161225403e-07,5.319841469564324e-07,5.555088185005275e-07,4.495223702693137e-07,5.555088185005275e-07,5.555088185005275e-07,3.09447169561555e-07,5.555088185005275e-07,2.4214829890084013e-07,5.555088185005275e-07,3.035556282111788e-07,6.084135133477275e-07,7.204926916477114e-07,1.8952846136954804e-06,5.060344681434681e-07,5.7578976111472e-06,4.645333859683992e-07,2.2216298020794056e-05
Synset('bookcase.n.01'),furn,1,0,3.126984126984127,0.8268625393494228,0.9516908212560388,8,1,1,b,1.0344938668118495e-06,1.067140036337122e-06,1.082810737074169e-06,1.0987846261005056e-06,1.1784631830380476e-06,1.1784631830380476e-06,8.476246321128164e-07,1.1784631830380476e-06,5.937276040094354e-07,1.1806079704967942e-06,5.98009141235792e-07,1.1806079704967942e-06,4.922663516720081e-07,1.1806079704967942e-06,2.536852072186212e-07,1.1806079704967942e-06,1.956303232589752e-07,1.1806079704967942e-06
Synset('buffet.n.01'),furn,1,2,9.38095238095238,0.8268625393494228,1.604811973098418,6,3,13,b,3.963082963277419e-05,3.741551300606716e-05,3.513469869176333e-05,4.0577223330728884e-05,4.0154448925022734e-05,4.0154448925022734e-05,3.6316636500044995e-05,4.0154448925022734e-05,3.171235026671832e-05,4.03164136741907e-05,2.7106158319734724e-05,4.03164136741907e-05,2.0002309474162055e-05,4.03164136741907e-05,1.4502878976154593e-05,5.4356917985387554e-05,1.3012444091967112e-05,0.00010233956709271297
Synset('cabinet.n.01'),furn,1,3,3.126984126984127,0.8268625393494228,1.884721038173724,7,1,4,b,1.582722329244875e-05,1.5117148677745718e-05,1.590267947904067e-05,1.6029528069338994e-05,1.7283826764469268e-05,1.7283826764469268e-05,1.7279996877712328e-05,1.9694903642175632e-05,1.9943254243157508e-05,2.5682648214342407e-05,2.2509629311949676e-05,3.181841725563572e-05,2.189255734832407e-05,3.181841725563572e-05,1.5535833508200966e-05,3.239897819184989e-05,1.316897851232773e-05,0.00022439401436713524
Synset('chest_of_drawers.n.01'),furn,1,3,6.253968253968254,0.8268625393494228,0.7837453822108553,5,4,5,b,9.013378576192757e-05,8.607990496045659e-05,6.889912674523657e-05,9.292363485495041e-05,7.658285016987065e-05,7.658285016987065e-05,8.549244196280152e-05,7.658285016987065e-05,0.00010065744455733449,0.00012392926782922586,0.00013473004215142109,0.0001833691931096837,8.978600188215957e-05,0.0001833691931096837,4.919243635623722e-05,0.0001833691931096837,4.565989351493776e-05,0.0005350643359633978
Synset('dining-room_furniture.n.01'),furn,1,1,0.0,0.8268625393494228,0.802405986549209,21,1,1,nb,3.173718307729208e-09,3.3988647105132053e-09,3.5121235225643588e-09,3.202894692522218e-09,3.6024573879522848e-09,3.7099735089585195e-09,3.39797476647543e-09,1.1224544405052939e-08,5.567772850066519e-09,3.867732746229424e-08,9.783382348886058e-09,8.990918487494781e-08,9.484118323123727e-09,8.990918487494781e-08,4.82106546700709e-09,8.990918487494781e-08,3.7177831774420056e-09,8.990918487494781e-08
Synset('etagere.n.01'),furn,1,0,3.126984126984127,0.8268625393494228,1.287581699346405,7,1,1,nb,2.585752154691458e-09,4.653780661181828e-09,6.766616322817498e-09,2.7361405623843593e-09,6.766616322817498e-09,6.766616322817498e-09,5.211412444440709e-09,1.3146054744783697e-08,8.107837138871412e-09,1.7773417626543164e-08,6.132448560166186e-09,1.7773417626543164e-08,5.095500349777378e-09,1.797153142968355e-08,2.5681670654211754e-09,1.797153142968355e-08,1.9804519100651754e-09,1.797153142968355e-08
Synset('hallstand.n.01'),furn,1,0,0.0,0.8268625393494228,1.6607937861134792,9,1,1,nb,1.7313536564649897e-08,1.4051264131398344e-08,1.4521614993823206e-08,1.7449665117944917e-08,2.2617759304344176e-08,2.2617759304344176e-08,1.2392253075220791e-08,2.2617759304344176e-08,7.602326130886258e-09,2.2617759304344176e-08,5.206289879375078e-09,2.2617759304344176e-08,2.7160596461410206e-09,2.2617759304344176e-08,4.521580270493807e-09,9.596495829100604e-07,1.5590259204872464e-08,6.293781098065665e-06
Synset('lamp.n.02'),furn,1,4,12.507936507936508,0.8268625393494228,1.1382968646395757,4,1,2,b,1.2311864402001696e-05,1.3500132048704927e-05,1.3930562758446285e-05,1.2849621346807302e-05,1.3986506232299689e-05,1.3986506232299689e-05,1.1212876651305642e-05,1.3986506232299689e-05,1.0694186518294909e-05,1.3986506232299689e-05,1.5385807073482626e-05,2.8038166419719346e-05,1.8109793071922657e-05,3.521759606428532e-05,1.2001891953068677e-05,3.521759606428532e-05,1.0696803422839151e-05,0.0002741120697464794
Synset('lawn_furniture.n.01'),furn,1,0,0.0,0.8268625393494228,0.9516908212560388,14,1,1,nb,2.8231009647419002e-08,1.8192177847486946e-08,1.8448360061817937e-08,2.407559441623223e-08,3.058741565586942e-08,3.7932428365028414e-08,3.164188630258183e-08,3.948779003781766e-08,3.105163851632132e-08,5.9286912434952654e-08,2.6272581813336685e-08,5.9286912434952654e-08,1.4656546394487544e-08,5.9286912434952654e-08,7.34654819274812e-09,5.9286912434952654e-08,5.6653188947923005e-09,5.9286912434952654e-08
Synset('nest.n.05'),furn,1,0,0.0,0.8268625393494228,0.802405986549209,4,1,9,nb,9.584760314722148e-06,9.775306153869678e-06,1.0178544329164652e-05,9.131895172487248e-06,1.0178544329164652e-05,1.2898500841629357e-05,9.426083058391063e-06,1.2898500841629357e-05,9.057598523897878e-06,1.2898500841629357e-05,1.044160342316202e-05,1.768039570038127e-05,1.2228951435577342e-05,1.8766647897905386e-05,9.055323379362758e-06,1.8766647897905386e-05,7.939841407215238e-06,8.424193947575986e-05
Synset('office_furniture.n.01'),furn,1,4,0.0,0.8268625393494228,0.7277635691957942,16,1,1,nb,2.2095330873083735e-07,1.27506732061633e-07,1.2891497025435683e-07,1.6463474531806335e-07,1.9408728668679487e-07,3.9030989462673915e-07,3.7570622993155736e-07,7.594769115826239e-07,5.9445904416638e-07,9.312997555355196e-07,7.581380211573213e-07,1.2329877314698479e-06,5.768156245750208e-07,1.2329877314698479e-06,2.903148621075649e-07,1.2329877314698479e-06,2.5551710254137547e-07,1.4516877854475752e-05
Synset('sectional.n.01'),furn,1,0,0.0,0.8268625393494228,1.604811973098418,9,1,4,nb,5.072603471489856e-06,4.7849457303072995e-06,4.799844958824906e-06,4.783891535945865e-06,5.188902918007443e-06,6.35513393376641e-06,5.329815313156619e-06,6.35513393376641e-06,5.964565822806824e-06,6.812404642175807e-06,6.7949509321561866e-06,9.05111920701529e-06,5.551364523886744e-06,9.05111920701529e-06,2.8318008893485027e-06,9.05111920701529e-06,2.3246064240222386e-06,3.486466812319122e-05
Synset('sheraton.n.01'),furn,1,0,0.0,0.8268625393494228,2.2765937292791514,8,1,1,nb,3.5793666812066294e-07,2.443856033096381e-07,2.7056682938564336e-07,2.7417468741186557e-07,3.042673434316967e-07,5.513779988142176e-07,5.755529339314589e-07,1.0736092228569305e-06,1.184690667842569e-06,1.86145592806497e-06,1.0831826075172987e-06,2.5835408266061677e-06,5.880804493853633e-07,2.5835408266061677e-06,2.9785213489848787e-07,2.5835408266061677e-06,3.3120244396110983e-07,5.148888521944173e-05
Synset('sleeper.n.07'),furn,1,0,0.0,0.8268625393494228,0.989012029932746,7,1,9,nb,1.4264653368007367e-06,1.6937915523485003e-06,1.815658103865303e-06,1.5510321631495572e-06,1.8021248706645565e-06,1.8021248706645565e-06,1.2686814271938084e-06,1.815658103865303e-06,1.0162485489207494e-06,1.815658103865303e-06,1.118213264597573e-06,1.815658103865303e-06,1.3841577298850578e-06,3.0126781283001947e-06,7.791255801861124e-07,3.0126781283001947e-06,6.301220791614915e-07,5.225479526416166e-06
Synset('table.n.02'),furn,1,50,9.38095238095238,0.8268625393494228,1.86606043383537,5,1,8,b,0.00028550207587779204,0.0002906287745645386,0.0003116163643426262,0.0002812250944164892,0.0003116163643426262,0.0003116163643426262,0.00029317071238481383,0.0003116163643426262,0.0003214357537966434,0.0003724292582774069,0.0003044957927906382,0.0003724292582774069,0.00022327074281806451,0.0003724292582774069,0.00015856169504495216,0.0005801555671496317,0.00015497047555374896,0.0016393800979130901
